Project_Name,Class_Name,Release_ID,Original_NSmells,Actual_Bugginess,Predicted_BPlus,Probability_BPlus_YES,Predicted_B,Probability_B_YES,Transition,Preventable_Actual_Buggy
ZOOKEEPER,src/java/main/org/apache/jute/RecordWriter.java,6,17.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java,6,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java,6,11.0000,YES,YES,0.92000000,YES,0.82000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/Util.java,6,9.0000,YES,YES,0.97000000,YES,0.58000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java,6,10.0000,YES,YES,0.84000000,YES,0.55000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ClientCnxn.java,6,42.0000,YES,YES,0.94000000,YES,0.93000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,6,7.0000,YES,YES,0.93000000,YES,0.85000000,YES_TO_YES,NO
ZOOKEEPER,docs/zookeeperOver.html,6,35.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JRecord.java,6,30.0000,NO,NO,0.03000000,NO,0.29000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,6,8.0000,NO,NO,0.04000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/generated/ParseException.java,6,15.0000,NO,NO,0.00000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/Utils.java,6,21.0000,NO,NO,0.02000000,NO,0.15000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/CommonNames.java,6,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ServerStats.java,6,11.0000,YES,YES,1.00000000,YES,0.67000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/AsyncCallback.java,6,1.0000,NO,NO,0.00000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/generated/Rcc.java,6,133.0000,NO,NO,0.00000000,NO,0.20000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/JLineZNodeCompletor.java,6,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,6,52.0000,YES,YES,0.98000000,YES,0.91000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/FileSnap.java,6,8.0000,YES,YES,0.91000000,YES,0.63000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/BookieException.java,6,7.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,6,33.0000,YES,YES,0.95000000,YES,0.95000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,6,77.0000,YES,YES,0.94000000,YES,0.90000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/OutputArchive.java,6,7.0000,NO,NO,0.00000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ConnectionBean.java,6,1.0000,YES,YES,0.91000000,YES,0.76000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooKeeper.java,6,21.0000,YES,YES,1.00000000,YES,0.99000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Environment.java,6,2.0000,NO,NO,0.01000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JVector.java,6,9.0000,NO,NO,0.01000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperHierarchicalQuorums.html,6,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,6,4.0000,NO,NO,0.03000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeMain.java,6,2.0000,NO,NO,0.00000000,NO,0.15000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerHandle.java,6,26.0000,NO,NO,0.07000000,YES,0.53000000,NO_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JMap.java,6,9.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/TraceFormatter.java,6,4.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JFloat.java,6,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java,6,15.0000,NO,NO,0.06000000,NO,0.15000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperTutorial.html,6,9.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/javaExample.html,6,13.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java,6,33.0000,YES,YES,0.97000000,YES,0.97000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/CsvInputArchive.java,6,14.0000,NO,NO,0.01000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/generated/TokenMgrError.java,6,9.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/NIOServerFactory.java,6,24.0000,NO,NO,0.07000000,NO,0.29000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ServerAdminClient.java,6,17.0000,NO,NO,0.00000000,NO,0.23000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/Main.java,6,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java,6,1.0000,YES,YES,0.91000000,YES,0.73000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java,6,2.0000,NO,NO,0.04000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooTrace.java,6,16.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,6,16.0000,YES,YES,1.00000000,YES,0.96000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/RestMain.java,6,4.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/ManagedUtil.java,6,3.0000,NO,NO,0.03000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FollowerSessionTracker.java,6,7.0000,NO,NO,0.12000000,NO,0.19000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/generated/Token.java,6,10.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieProtocol.java,6,1.0000,NO,NO,0.03000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/LeaderZooKeeperServer.java,6,1.0000,YES,YES,0.84000000,YES,0.80000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/LogFormatter.java,6,2.0000,NO,NO,0.11000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,6,31.0000,YES,YES,1.00000000,YES,0.94000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JType.java,6,4.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/docs/status.xml,6,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperAdmin.html,6,65.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/generated/RccConstants.java,6,4.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/docs/src/documentation/content/xdocs/site.xml,6,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/common/PathTrie.java,6,6.0000,YES,YES,0.87000000,YES,0.78000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShotV1.java,6,6.0000,NO,NO,0.04000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java,6,6.0000,YES,YES,0.91000000,YES,0.87000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/AuthenticationProvider.java,6,2.0000,NO,NO,0.01000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zkpython/src/python/zk.py,6,13.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ServerStats.java,6,15.0000,NO,NO,0.05000000,NO,0.31000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerSequence.java,6,3.0000,NO,NO,0.00000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/CppGenerator.java,6,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java,6,6.0000,YES,YES,0.83000000,YES,0.78000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java,6,8.0000,YES,YES,0.89000000,YES,0.77000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/XmlInputArchive.java,6,17.0000,NO,NO,0.00000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZPath.java,6,2.0000,NO,NO,0.05000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/version/util/VerGen.java,6,11.0000,NO,NO,0.01000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JCompType.java,6,1.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java,6,13.0000,YES,YES,0.87000000,YES,0.75000000,YES_TO_YES,NO
ZOOKEEPER,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZNodeName.java,6,4.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerEntry.java,6,1.0000,NO,NO,0.00000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BKDefs.java,6,15.0000,NO,NO,0.03000000,NO,0.12000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FollowerHandler.java,6,15.0000,YES,YES,0.96000000,YES,0.96000000,YES_TO_YES,NO
ZOOKEEPER,docs/zookeeperOtherInfo.html,6,3.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/BinaryInputArchive.java,6,11.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerRecoveryMonitor.java,6,14.0000,NO,NO,0.05000000,NO,0.20000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerManagementProcessor.java,6,38.0000,NO,NO,0.05000000,NO,0.32000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/fatjar/src/java/org/apache/zookeeper/util/FatJarMain.java,6,10.0000,NO,NO,0.00000000,NO,0.32000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/DataTree.java,6,52.0000,NO,NO,0.28000000,YES,0.57000000,NO_TO_YES,NO
ZOOKEEPER,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/TestClient.java,6,13.0000,NO,NO,0.06000000,NO,0.23000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JString.java,6,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/DataNode.java,6,11.0000,NO,NO,0.03000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZError.java,6,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperOverview.html,6,7.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/ClientBase.java,6,16.0000,YES,YES,0.81000000,NO,0.50000000,YES_TO_NO,YES
ZOOKEEPER,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/MySqlClient.java,6,12.0000,NO,NO,0.01000000,NO,0.23000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperProgrammer.html,6,15.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/python/zk_dump_tree.py,6,10.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/BinaryOutputArchive.java,6,7.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumEngine.java,6,8.0000,NO,NO,0.07000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Quotas.java,6,5.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/CsvOutputArchive.java,6,4.0000,NO,NO,0.00000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumOpMonitor.java,6,31.0000,NO,NO,0.03000000,NO,0.16000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,6,5.0000,YES,YES,0.81000000,YES,0.71000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JFile.java,6,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/WatchManager.java,6,4.0000,NO,NO,0.02000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperProgrammers.html,6,68.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperStarted.html,6,19.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperQuotas.html,6,9.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/ClientCBWorker.java,6,6.0000,NO,NO,0.02000000,NO,0.13000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZNodeResource.java,6,13.0000,NO,NO,0.08000000,NO,0.17000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,6,2.0000,NO,NO,0.03000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/Bookie.java,6,30.0000,NO,NO,0.09000000,NO,0.32000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/IPAuthenticationProvider.java,6,12.0000,NO,NO,0.00000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/MBeanRegistry.java,6,4.0000,YES,YES,0.74000000,YES,0.60000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookieHandle.java,6,9.0000,YES,YES,0.95000000,YES,0.84000000,YES_TO_YES,NO
ZOOKEEPER,docs/recipes.html,6,27.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/WriteLock.java,6,3.0000,NO,NO,0.02000000,NO,0.22000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieClient.java,6,20.0000,NO,NO,0.03000000,NO,0.27000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooDefs.java,6,27.0000,NO,NO,0.15000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildren.java,6,7.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Version.java,6,4.0000,NO,NO,0.00000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperJMX.html,6,13.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ServerCnxn.java,6,19.0000,YES,YES,0.84000000,YES,0.62000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Watcher.java,6,15.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JDouble.java,7,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/ProviderRegistry.java,7,3.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/CGenerator.java,7,1.0000,NO,NO,0.05000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumMaj.java,7,1.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java,7,12.0000,NO,NO,0.01000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/upgrade/DataNodeV1.java,7,11.0000,NO,NO,0.01000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/generated/SimpleCharStream.java,7,34.0000,NO,NO,0.00000000,NO,0.21000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/LocalBookKeeper.java,7,17.0000,YES,YES,0.82000000,NO,0.24000000,YES_TO_NO,YES
ZOOKEEPER,src/java/main/org/apache/jute/compiler/generated/RccTokenManager.java,7,84.0000,NO,NO,0.00000000,NO,0.22000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/JAXBContextResolver.java,7,3.0000,NO,NO,0.04000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JField.java,7,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/LeaderBean.java,7,1.0000,NO,NO,0.03000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookKeeper.java,7,37.0000,NO,NO,0.07000000,NO,0.29000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumHierarchical.java,7,14.0000,NO,NO,0.02000000,NO,0.16000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperInternals.html,7,25.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/releasenotes.html,7,19.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperConfig.html,7,9.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/upgrade/DataTreeV1.java,7,33.0000,NO,NO,0.02000000,NO,0.34000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/Follower.java,7,1.0000,YES,YES,0.99000000,YES,0.99000000,YES_TO_YES,NO
ZOOKEEPER,docs/bookkeeperStarted.html,7,15.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/common/PathUtils.java,7,4.0000,NO,NO,0.03000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/RecordWriter.java,7,17.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/Util.java,7,9.0000,YES,YES,1.00000000,YES,0.62000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ClientCnxn.java,7,45.0000,YES,YES,0.99000000,YES,0.97000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,7,12.0000,NO,NO,0.31000000,NO,0.42000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JRecord.java,7,30.0000,NO,NO,0.03000000,NO,0.29000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,7,8.0000,NO,NO,0.03000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/Utils.java,7,21.0000,NO,NO,0.01000000,NO,0.14000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/CommonNames.java,7,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ServerStats.java,7,11.0000,YES,YES,1.00000000,YES,0.67000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/generated/Rcc.java,7,133.0000,NO,NO,0.00000000,NO,0.20000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,7,53.0000,YES,YES,0.99000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,7,32.0000,YES,YES,0.95000000,YES,0.96000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,7,78.0000,YES,YES,0.89000000,YES,0.80000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooKeeper.java,7,22.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Environment.java,7,2.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperHierarchicalQuorums.html,7,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,7,5.0000,NO,NO,0.11000000,NO,0.13000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerHandle.java,7,27.0000,NO,NO,0.06000000,YES,0.53000000,NO_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JMap.java,7,9.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/TraceFormatter.java,7,4.0000,NO,NO,0.06000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java,7,15.0000,NO,NO,0.04000000,NO,0.14000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperTutorial.html,7,9.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/Main.java,7,2.0000,NO,NO,0.02000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java,7,2.0000,NO,NO,0.02000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooTrace.java,7,16.0000,NO,NO,0.01000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,7,15.0000,YES,YES,1.00000000,YES,0.97000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/ManagedUtil.java,7,3.0000,NO,NO,0.01000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/generated/Token.java,7,10.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieProtocol.java,7,1.0000,NO,NO,0.01000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/LogFormatter.java,7,2.0000,YES,YES,0.65000000,NO,0.44000000,YES_TO_NO,YES
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,7,32.0000,YES,YES,0.90000000,YES,0.87000000,YES_TO_YES,NO
